hprodid,hprodname,genname,gencode,saltdesc,saltcode,formdesc,formcode,stredesc,strecode,unitdesc,unitcode,edl,pndf_classification,status,pprice,sprice,packcode,packdesc,mdrprice,mdrp_dateasof,price_indicator
GLIC10000001599TAB490000000000,Gliclazide + Metformin Hydrochloride 80 mg + 500 mg Tablet,Gliclazide + Metformin Hydrochloride,GLIC1,,0,Tablet,TAB49,80 mg + 500 mg,1599,,0,,,,,,0,,,,
METF70000001600TAB490000000000,Metformin Hydrochloride + Glipizide 500 mg + 5 mg Tablet,Metformin Hydrochloride + Glipizide,METF7,,0,Tablet,TAB49,500 mg + 5 mg,1600,,0,,,,,,0,,,,
METF80000001601TAB490000000000,Metformin Hydrochlorde + Pioglitazone (As Hydrochloride) + Glimepiride 500 mg + 15 mg + 2 mg Tablet,Metformin Hydrochlorde + Pioglitazone (As Hydrochloride) + Glimepiride,METF8,,0,Tablet,TAB49,500 mg + 15 mg + 2 mg,1601,,0,,,,,,0,,,,
EMPA10000001602TAB240000000000,Empagliflozin + Metformin Hydrochloride 5 mg + 500 mg TABLET FILM COATED,Empagliflozin + Metformin Hydrochloride,EMPA1,,0,TABLET FILM COATED,TAB24,5 mg + 500 mg,1602,,0,,,,,,0,,,,
EMPA10000001603TAB240000000000,Empagliflozin + Metformin Hydrochloride 5 mg + 850 mg TABLET FILM COATED,Empagliflozin + Metformin Hydrochloride,EMPA1,,0,TABLET FILM COATED,TAB24,5 mg + 850 mg,1603,,0,,,,,,0,,,,
EMPA10000001604TAB240000000000,Empagliflozin + Metformin Hydrochloride 5 mg + 1 g TABLET FILM COATED,Empagliflozin + Metformin Hydrochloride,EMPA1,,0,TABLET FILM COATED,TAB24,5 mg + 1 g,1604,,0,,,,,,0,,,,
EMPA10000001605TAB240000000000,Empagliflozin + Metformin Hydrochloride 12.5 mg + 500 mg TABLET FILM COATED,Empagliflozin + Metformin Hydrochloride,EMPA1,,0,TABLET FILM COATED,TAB24,12.5 mg + 500 mg,1605,,0,,,,,,0,,,,
EMPA10000001606TAB240000000000,Empagliflozin + Metformin Hydrochloride 12.5 mg + 850 mg TABLET FILM COATED,Empagliflozin + Metformin Hydrochloride,EMPA1,,0,TABLET FILM COATED,TAB24,12.5 mg + 850 mg,1606,,0,,,,,,0,,,,
EMPA10000001607TAB240000000000,Empagliflozin + Metformin Hydrochloride 12.5 mg + 1 g TABLET FILM COATED,Empagliflozin + Metformin Hydrochloride,EMPA1,,0,TABLET FILM COATED,TAB24,12.5 mg + 1 g,1607,,0,,,,,,0,,,,
METF50000001608TAB490000000000,Metformin Hydrochloride + Glimepiride 500 mg + 1 mg Tablet,Metformin Hydrochloride + Glimepiride,METF5,,0,Tablet,TAB49,500 mg + 1 mg,1608,,0,,,,,,0,,,,
GLIM10000001588TAB240000000000,Glimepiride + Metformin Hydrochloride 2 mg + 500 mg TABLET FILM COATED,Glimepiride + Metformin Hydrochloride,GLIM1,,0,TABLET FILM COATED,TAB24,2 mg + 500 mg,1588,,0,,,,,,0,,,,
DAPA10000001602TAB490000000000,Dapagliflozin + Metformin 5 mg + 500 mg Tablet,Dapagliflozin + Metformin,DAPA1,,0,Tablet,TAB49,5 mg + 500 mg,1602,,0,,,,,,0,,,,
DAPA10000001604TAB490000000000,Dapagliflozin + Metformin 5 mg + 1 g Tablet,Dapagliflozin + Metformin,DAPA1,,0,Tablet,TAB49,5 mg + 1 g,1604,,0,,,,,,0,,,,
DAPA10000001609TAB490000000000,Dapagliflozin + Metformin 10 mg + 500 mg Tablet,Dapagliflozin + Metformin,DAPA1,,0,Tablet,TAB49,10 mg + 500 mg,1609,,0,,,,,,0,,,,
DAPA10000001610TAB490000000000,Dapagliflozin + Metformin 10 mg + 1000 mg Tablet,Dapagliflozin + Metformin,DAPA1,,0,Tablet,TAB49,10 mg + 1000 mg,1610,,0,,,,,,0,,,,
SAXA10000001611TAB240000000000,Saxagliptin (as Hydrochloride) + Metformin Hydrochloride (in extended release form) 2.5 mg + 1 g TABLET FILM COATED,Saxagliptin (as Hydrochloride) + Metformin Hydrochloride (in extended release form),SAXA1,,0,TABLET FILM COATED,TAB24,2.5 mg + 1 g,1611,,0,,,,,,0,,,,
SAXA10000001602TAB240000000000,Saxagliptin (as Hydrochloride) + Metformin Hydrochloride (in extended release form) 5 mg + 500 mg TABLET FILM COATED,Saxagliptin (as Hydrochloride) + Metformin Hydrochloride (in extended release form),SAXA1,,0,TABLET FILM COATED,TAB24,5 mg + 500 mg,1602,,0,,,,,,0,,,,
SAXA10000001604TAB240000000000,Saxagliptin (as Hydrochloride) + Metformin Hydrochloride (in extended release form) 5 mg + 1 g TABLET FILM COATED,Saxagliptin (as Hydrochloride) + Metformin Hydrochloride (in extended release form),SAXA1,,0,TABLET FILM COATED,TAB24,5 mg + 1 g,1604,,0,,,,,,0,,,,
METF10000000978TAB220000000000,Metformin Hydrochloride 850 mg TABLET EXTENDED RELEASE,Metformin Hydrochloride,METF1,,0,TABLET EXTENDED RELEASE,TAB22,850 mg,978,,0,,,,,,0,,,,
METF30000001590TAB240000000000,Metformin Hydrochloride + Glibenclamide 1 g + 5 mg TABLET FILM COATED,Metformin Hydrochloride + Glibenclamide,METF3,,0,TABLET FILM COATED,TAB24,1 g + 5 mg,1590,,0,,,,,,0,,,,
METF30000001612TAB240000000000,Metformin Hydrochloride + Glibenclamide 250 mg + 1.25 mg TABLET FILM COATED,Metformin Hydrochloride + Glibenclamide,METF3,,0,TABLET FILM COATED,TAB24,250 mg + 1.25 mg,1612,,0,,,,,,0,,,,
ALOG0000001613TAB240000000000,Alogliptin (as benzoate) + Pioglitazone (as hydrochloride) 12.5 mg + 15 mg TABLET FILM COATED,Alogliptin (as benzoate) + Pioglitazone (as hydrochloride),ALOG,,0,TABLET FILM COATED,TAB24,12.5 mg + 15 mg,1613,,0,,,,,,0,,,,
ALOG0000001614TAB240000000000,Alogliptin (as benzoate) + Pioglitazone (as hydrochloride) 12.5 mg + 30 mg TABLET FILM COATED,Alogliptin (as benzoate) + Pioglitazone (as hydrochloride),ALOG,,0,TABLET FILM COATED,TAB24,12.5 mg + 30 mg,1614,,0,,,,,,0,,,,
ALOG0000001615TAB240000000000,Alogliptin (as benzoate) + Pioglitazone (as hydrochloride) 25 mg + 15 mg TABLET FILM COATED,Alogliptin (as benzoate) + Pioglitazone (as hydrochloride),ALOG,,0,TABLET FILM COATED,TAB24,25 mg + 15 mg,1615,,0,,,,,,0,,,,
ALOG0000001616TAB240000000000,Alogliptin (as benzoate) + Pioglitazone (as hydrochloride) 25 mg + 30 mg TABLET FILM COATED,Alogliptin (as benzoate) + Pioglitazone (as hydrochloride),ALOG,,0,TABLET FILM COATED,TAB24,25 mg + 30 mg,1616,,0,,,,,,0,,,,
CANAG0006100028TAB240000000000,Canagliflozin( As Hemihydrate) 300 mg TABLET FILM COATED,Canagliflozin,CANAG,Hemihydrate,61,TABLET FILM COATED,TAB24,300 mg,28,,0,,,,,,0,,,,
CANAG0006100139TAB240000000000,Canagliflozin( As Hemihydrate) 100 mg TABLET FILM COATED,Canagliflozin,CANAG,Hemihydrate,61,TABLET FILM COATED,TAB24,100 mg,139,,0,,,,,,0,,,,
DAPAG0000000056TAB490000000000,Dapagliflozin 5 mg tablet,Dapagliflozin,DAPAG,,0,tablet,TAB49,5 mg,56,,0,,,,,,0,,,,
DAPAG0000000069TAB490000000000,Dapagliflozin 10 mg tablet,Dapagliflozin,DAPAG,,0,tablet,TAB49,10 mg,69,,0,,,,,,0,,,,
EMPA20000000021TAB240000000000,Empagliflozin 25 mg TABLET FILM COATED,Empagliflozin,EMPA2,,0,TABLET FILM COATED,TAB24,25 mg,21,,0,,,,,,0,,,,
EMPA20000000069TAB240000000000,Empagliflozin 10 mg TABLET FILM COATED,Empagliflozin,EMPA2,,0,TABLET FILM COATED,TAB24,10 mg,69,,0,,,,,,0,,,,
EMPAG0000001617TAB240000000000,Empagliflozin + Linagliptin 10 mg + 5 mL TABLET FILM COATED,Empagliflozin + Linagliptin,EMPAG,,0,TABLET FILM COATED,TAB24,10 mg + 5 mL,1617,,0,,,,,,0,,,,
EMPAG0000001518TAB240000000000,Empagliflozin + Linagliptin 25 mg + 5 mg TABLET FILM COATED,Empagliflozin + Linagliptin,EMPAG,,0,TABLET FILM COATED,TAB24,25 mg + 5 mg,1518,,0,,,,,,0,,,,
GLIPI0000000069TAB220000000000,Glipizide 10 mg TABLET EXTENDED RELEASE,Glipizide,GLIPI,,0,TABLET EXTENDED RELEASE,TAB22,10 mg,69,,0,,,,,,0,,,,
PIOG20000000228TAB490000000000,Pioglitazone Hydrochloride 15 mg Tablet,Pioglitazone Hydrochloride,PIOG2,,0,Tablet,TAB49,15 mg,228,,0,,,,,,0,,,,
PIOG20000000031TAB490000000000,Pioglitazone Hydrochloride 30 mg Tablet,Pioglitazone Hydrochloride,PIOG2,,0,Tablet,TAB49,30 mg,31,,0,,,,,,0,,,,
PIOG20000001618TAB490000000000,Pioglitazone Hydrochloride 45 mg Tablet,Pioglitazone Hydrochloride,PIOG2,,0,Tablet,TAB49,45 mg,1618,,0,,,,,,0,,,,
PIOG30000001619TAB490000000000,Pioglitazone hydrochloride + Glimepiride 15 mg + 2 mg tablet,Pioglitazone hydrochloride + Glimepiride,PIOG3,,0,tablet,TAB49,15 mg + 2 mg,1619,,0,,,,,,0,,,,
PIOG20000000228TAB240000000000,Pioglitazone Hydrochloride 15 mg TABLET FILM COATED,Pioglitazone Hydrochloride,PIOG2,,0,TABLET FILM COATED,TAB24,15 mg,228,,0,,,,,,0,,,,
PIOG20000001620TAB490000000000,Pioglitazone Hydrochloride 15 mg Tablet,Pioglitazone Hydrochloride,PIOG2,,0,Tablet,TAB49,15 mg,1620,,0,,,,,,0,,,,
PIOG30000001621TAB490000000000,Pioglitazone hydrochloride + Glimepiride 30 mg + 2 mg Tablet,Pioglitazone hydrochloride + Glimepiride,PIOG3,,0,Tablet,TAB49,30 mg + 2 mg,1621,,0,,,,,,0,,,,
REPA40000000045TAB490000000000,Repaglinide 500 mcg Tablet,Repaglinide,REPA4,,0,Tablet,TAB49,500 mcg,45,,0,,,,,,0,,,,
REPA40000000252TAB490000000000,Repaglinide 1 mg Tablet,Repaglinide,REPA4,,0,Tablet,TAB49,1 mg,252,,0,,,,,,0,,,,
REPA40000000026TAB490000000000,Repaglinide 2 mg Tablet,Repaglinide,REPA4,,0,Tablet,TAB49,2 mg,26,,0,,,,,,0,,,,
SAXA20000200003TAB240000000000,Saxagliptin( As Hydrochloride) 2.5 mg TABLET FILM COATED,Saxagliptin,SAXA2,Hydrochloride,2,TABLET FILM COATED,TAB24,2.5 mg,3,,0,,,,,,0,,,,
SAXA20000200056TAB240000000000,Saxagliptin( As Hydrochloride) 5 mg TABLET FILM COATED,Saxagliptin,SAXA2,Hydrochloride,2,TABLET FILM COATED,TAB24,5 mg,56,,0,,,,,,0,,,,
SITA30004700139TAB240000000000,Sitagliptin( As Phosphate) 100 mg TABLET FILM COATED,Sitagliptin,SITA3,Phosphate,47,TABLET FILM COATED,TAB24,100 mg,139,,0,,,,,,0,,,,
SITA30004700021TAB240000000000,Sitagliptin( As Phosphate) 25 mg TABLET FILM COATED,Sitagliptin,SITA3,Phosphate,47,TABLET FILM COATED,TAB24,25 mg,21,,0,,,,,,0,,,,
SITA30004700050TAB240000000000,Sitagliptin( As Phosphate) 50 mg TABLET FILM COATED,Sitagliptin,SITA3,Phosphate,47,TABLET FILM COATED,TAB24,50 mg,50,,0,,,,,,0,,,,
SITA30006200139TAB240000000000,Sitagliptin( As Phosphate Monohydrate) 100 mg TABLET FILM COATED,Sitagliptin,SITA3,Phosphate Monohydrate,62,TABLET FILM COATED,TAB24,100 mg,139,,0,,,,,,0,,,,
SITA30006200050TAB240000000000,Sitagliptin( As Phosphate Monohydrate) 50 mg TABLET FILM COATED,Sitagliptin,SITA3,Phosphate Monohydrate,62,TABLET FILM COATED,TAB24,50 mg,50,,0,,,,,,0,,,,
SITA30006200021TAB240000000000,Sitagliptin( As Phosphate Monohydrate) 25 mg TABLET FILM COATED,Sitagliptin,SITA3,Phosphate Monohydrate,62,TABLET FILM COATED,TAB24,25 mg,21,,0,,,,,,0,,,,
BROMO0006300003TAB490000000000,Bromocriptine( As Mesylate) 2.5 mg Tablet,Bromocriptine,BROMO,Mesylate,63,Tablet,TAB49,2.5 mg,3,,0,,,,,,0,,,,
EXENA0000001622SOL140000000000,Exenatide 250mcg / mL (5mcg / dose) SOLUTION FOR INJECTION,Exenatide,EXENA,,0,SOLUTION FOR INJECTION,SOL14,250mcg / mL (5mcg / dose),1622,,0,,,,,,0,,,,
EXENA0000001623SOL140000000000,Exenatide 250mcg / mL (10mcg / dose) SOLUTION FOR INJECTION,Exenatide,EXENA,,0,SOLUTION FOR INJECTION,SOL14,250mcg / mL (10mcg / dose),1623,,0,,,,,,0,,,,
EXENA0000000026POW230000000000,Exenatide 2 mg POWDER FOR SOLUTION,Exenatide,EXENA,,0,POWDER FOR SOLUTION,POW23,2 mg,26,,0,,,,,,0,,,,
LIRAG0000000474SOL140000000000,Liraglutide 6 mg/mL SOLUTION FOR INJECTION,Liraglutide,LIRAG,,0,SOLUTION FOR INJECTION,SOL14,6 mg/mL,474,,0,,,,,,0,,,,
NATEG0000000199TAB240000000000,Nateglinide 120 mg TABLET FILM COATED,Nateglinide,NATEG,,0,TABLET FILM COATED,TAB24,120 mg,199,,0,,,,,,0,,,,
GLIME0000000033TAB490000000000,Glimepiride 3 mg Tablet,Glimepiride,GLIME,,0,Tablet,TAB49,3 mg,33,,0,,,,,,0,,,,
GLIME0000000252TAB490000000000,Glimepiride 1 mg Tablet,Glimepiride,GLIME,,0,Tablet,TAB49,1 mg,252,,0,,,,,,0,,,,
GLIME0000000026TAB490000000000,Glimepiride 2 mg Tablet,Glimepiride,GLIME,,0,Tablet,TAB49,2 mg,26,,0,,,,,,0,,,,
GLIME0000000041TAB490000000000,Glimepiride 4 mg Tablet,Glimepiride,GLIME,,0,Tablet,TAB49,4 mg,41,,0,,,,,,0,,,,
GLIME0000000041TAB240000000000,Glimepiride 4 mg TABLET FILM COATED,Glimepiride,GLIME,,0,TABLET FILM COATED,TAB24,4 mg,41,,0,,,,,,0,,,,
GLIME0000000026TAB240000000000,Glimepiride 2 mg TABLET FILM COATED,Glimepiride,GLIME,,0,TABLET FILM COATED,TAB24,2 mg,26,,0,,,,,,0,,,,
GLICL0000000031TAB520000000000,Gliclazide 30 mg TABLET MODIFIED RELEASE,Gliclazide,GLICL,,0,TABLET MODIFIED RELEASE,TAB52,30 mg,31,,0,,,,,,0,,,,
GLICL0000000062TAB520000000000,Gliclazide 60 mg TABLET MODIFIED RELEASE,Gliclazide,GLICL,,0,TABLET MODIFIED RELEASE,TAB52,60 mg,62,,0,,,,,,0,,,,
GLICL0000000066TAB520000000000,Gliclazide 80 mg TABLET MODIFIED RELEASE,Gliclazide,GLICL,,0,TABLET MODIFIED RELEASE,TAB52,80 mg,66,,0,,,,,,0,,,,
GLICL0000000031TAB220000000000,Gliclazide 30 mg TABLET EXTENDED RELEASE,Gliclazide,GLICL,,0,TABLET EXTENDED RELEASE,TAB22,30 mg,31,,0,,,,,,0,,,,
GLICL0000000031TAB550000000000,Gliclazide 30 mg Prolonged-Release Tablet,Gliclazide,GLICL,,0,Prolonged-Release Tablet,TAB55,30 mg,31,,0,,,,,,0,,,,
GLICL0000000031TAB560000000000,Gliclazide 30 mg Monitored Release Tablet,Gliclazide,GLICL,,0,Monitored Release Tablet,TAB56,30 mg,31,,0,,,,,,0,,,,
GLIPI0000000069CAP410000000000,Glipizide 10 mg CAPSULE CONTROLLED RELEASE,Glipizide,GLIPI,,0,CAPSULE CONTROLLED RELEASE,CAP41,10 mg,69,,0,,,,,,0,,,,
GLIPI0000000003TAB220000000000,Glipizide 2.5 mg TABLET EXTENDED RELEASE,Glipizide,GLIPI,,0,TABLET EXTENDED RELEASE,TAB22,2.5 mg,3,,0,,,,,,0,,,,
GLIPI0000000056TAB220000000000,Glipizide 5 mg TABLET EXTENDED RELEASE,Glipizide,GLIPI,,0,TABLET EXTENDED RELEASE,TAB22,5 mg,56,,0,,,,,,0,,,,
GLIPI0000000056CAP410000000000,Glipizide 5 mg CAPSULE CONTROLLED RELEASE,Glipizide,GLIPI,,0,CAPSULE CONTROLLED RELEASE,CAP41,5 mg,56,,0,,,,,,0,,,,
GLUC70000001624SOL140000000000,Glucose 500mg/mL (10g/20mL) SOLUTION FOR INJECTION,Glucose,GLUC7,,0,SOLUTION FOR INJECTION,SOL14,500mg/mL (10g/20mL),1624,,0,,,,,,0,,,,
ALOGLI0000800021TAB240000000000,ALOGLIPTIN (as BENZOATE ) 25 mg TABLET FILM COATED ,ALOGLIPTIN ,ALOGLI,BENZOATE        ,8,TABLET FILM COATED,TAB24,25 mg       ,21,,0,,,,,,0,,,,
ALOGLI0000800466TAB240000000000,ALOGLIPTIN (as BENZOATE ) 6.25 mg TABLET FILM COATED ,ALOGLIPTIN ,ALOGLI,BENZOATE        ,8,TABLET FILM COATED,TAB24,6.25 mg       ,466,,0,,,,,,0,,,,
ALOGLI0000801636TAB240000000000,ALOGLIPTIN (as BENZOATE ) 12.25 mg TABLET FILM COATED ,ALOGLIPTIN ,ALOGLI,BENZOATE        ,8,TABLET FILM COATED,TAB24,12.25 mg       ,1636,,0,,,,,,0,,,,
TIOTR0001101641000000138600000,TIOTROPIUM (as BROMIDE) 2.5 mcg/dose x 60 doses 4 mL ,TIOTROPIUM ,TIOTR,BROMIDE,11,,0,2.5 mcg/dose x 60 doses,1641,4 mL,1386,,,,,,0,,,,
ATOR10001200056TAB490000000000,ATORVASTATIN (as CALCIUM ) 5 mg TABLET ,ATORVASTATIN ,ATOR1,CALCIUM        ,12,TABLET,TAB49,5 mg       ,56,,0,,,,,,0,,,,
ATOR10006900007TAB240000000000,ATORVASTATIN (as CALCIUM PROPYLENE GLYCOL SOLVATE ) 20 mg TABLET FILM COATED ,ATORVASTATIN ,ATOR1,CALCIUM PROPYLENE GLYCOL SOLVATE     ,69,TABLET FILM COATED,TAB24,20 mg       ,7,,0,,,,,,0,,,,
ATOR10006900036TAB240000000000,ATORVASTATIN (as CALCIUM PROPYLENE GLYCOL SOLVATE ) 40 mg TABLET FILM COATED ,ATORVASTATIN ,ATOR1,CALCIUM PROPYLENE GLYCOL SOLVATE     ,69,TABLET FILM COATED,TAB24,40 mg       ,36,,0,,,,,,0,,,,
ATOR10006900069TAB240000000000,ATORVASTATIN (as CALCIUM PROPYLENE GLYCOL SOLVATE ) 10 mg TABLET FILM COATED ,ATORVASTATIN ,ATOR1,CALCIUM PROPYLENE GLYCOL SOLVATE     ,69,TABLET FILM COATED,TAB24,10 mg       ,69,,0,,,,,,0,,,,
FLUVA0005100066TAB240000000000,FLUVASTATIN (as SODIUM ) 80 mg TABLET FILM COATED ,FLUVASTATIN ,FLUVA,SODIUM        ,51,TABLET FILM COATED,TAB24,80 mg       ,66,,0,,,,,,0,,,,
FLUVA0005100066TAB490000000000,FLUVASTATIN (as SODIUM ) 80 mg TABLET ,FLUVASTATIN ,FLUVA,SODIUM        ,51,TABLET,TAB49,80 mg       ,66,,0,,,,,,0,,,,
METOP0006601515TAB220000000000,METOPROLOL (as SUCCINATE) 95 mg TABLET EXTENDED RELEASE ,METOPROLOL,METOP,SUCCINATE,66,TABLET EXTENDED RELEASE,TAB22,95 mg,1515,,0,,,,,,0,,,,
AFATI0000000031TAB240000000000,AFATINIB 30 mg TABLET FILM COATED ,AFATINIB,AFATI,,0,TABLET FILM COATED,TAB24,30 mg,31,,0,,,,,,0,,,,
AFATI0000000036TAB240000000000,AFATINIB 40 mg TABLET FILM COATED ,AFATINIB,AFATI,,0,TABLET FILM COATED,TAB24,40 mg,36,,0,,,,,,0,,,,
ALANY0000001650SOL230017800000,ALANYL-GLUTAMINE 200 mg/mL SOLUTION FOR INFUSION 100 mL ,ALANYL-GLUTAMINE,ALANY,,0,SOLUTION FOR INFUSION  ,SOL23,200 mg/mL,1650,100 mL ,178,,,,,,0,,,,
ALIRO0000000224SOL140000000000,ALIROCUMAB 150 mg/mL SOLUTION FOR INJECTION ,ALIROCUMAB,ALIRO,,0,SOLUTION FOR INJECTION,SOL14,150 mg/mL,224,,0,,,,,,0,,,,
ALIRO0000001016SOL140000000000,ALIROCUMAB 75 mg/mL SOLUTION FOR INJECTION ,ALIROCUMAB,ALIRO,,0,SOLUTION FOR INJECTION,SOL14,75 mg/mL,1016,,0,,,,,,0,,,,
ALOGL20000001637TAB240000000000,ALOGLIPTIN (as BENZOATE) + METFORMIN HYDROCHLORIDE 12.5 mg/1 g TABLET FILM COATED ,ALOGLIPTIN (AS BENZOATE) + METFORMIN HYDROCHLORIDE     ,ALOGL2,,0,TABLET FILM COATED,TAB24,12.5 mg/1 g      ,1637,,0,,,,,,0,,,,
ALOGL20000001638TAB240000000000,ALOGLIPTIN (as BENZOATE) + METFORMIN HYDROCHLORIDE 12.5 mg/500 mg TABLET FILM COATED ,ALOGLIPTIN (AS BENZOATE) + METFORMIN HYDROCHLORIDE     ,ALOGL2,,0,TABLET FILM COATED,TAB24,12.5 mg/500 mg      ,1638,,0,,,,,,0,,,,
ALTEP00000000500000000055VIALX,ALTEPLASE 50 mg 50 mL Vial ,ALTEPLASE,ALTEP,,0,,0,50 mg ,50,50 mL ,55,,,,,,VIALX,Vial    ,,,
AMLIN0000000069TAB520000000000,AMLODIPINE + INDAPAMIDE 10 mg + 1.5 mg TABLET MODIFIED RELEASE ,AMLODIPINE + INDAPAMIDE ,AMLIN,,0,TABLET MODIFIED RELEASE,TAB52,10 mg + 1.5 mg ,69,,0,,,,,,0,,,,
APIXA0000000003TAB240000000000,APIXABAN 2.5 mg TABLET FILM COATED ,APIXABAN,APIXA,,0,TABLET FILM COATED,TAB24,2.5 mg   ,3,   ,0,,,,,,0,,,,
APIXA0000000056TAB240000000000,APIXABAN 5 mg TABLET FILM COATED ,APIXABAN,APIXA,,0,TABLET FILM COATED,TAB24,5 mg   ,56,   ,0,,,,,,0,,,,
APIXA0000000503TAB240000000000,APIXABAN 90 mg TABLET FILM COATED ,APIXABAN,APIXA,,0,TABLET FILM COATED,TAB24,90 mg   ,503,   ,0,,,,,,0,,,,
ATOR20000001470TAB240000000000,ATORVASTATIN (as CALCIUM TRIHYDRATE) + AMLODIPINE (as BESILATE) 10 mg + 5 mg TABLET FILM COATED ,ATORVASTATIN (AS CALCIUM TRIHYDRATE) + AMLODIPINE (AS BESILATE)   ,ATOR2,,0,TABLET FILM COATED,TAB24,10 mg + 5 mg    ,1470,,0,,,,,,0,,,,
ATOR20000001470TAB490000000000,ATORVASTATIN (as CALCIUM TRIHYDRATE) + AMLODIPINE (as BESILATE) 10 mg + 5 mg TABLET ,ATORVASTATIN (AS CALCIUM TRIHYDRATE) + AMLODIPINE (AS BESILATE)   ,ATOR2,,0,TABLET,TAB49,10 mg + 5 mg    ,1470,,0,,,,,,0,,,,
ATOR20000001524TAB240000000000,ATORVASTATIN (as CALCIUM TRIHYDRATE) + AMLODIPINE (as BESILATE) 20 mg + 10 mg TABLET FILM COATED ,ATORVASTATIN (AS CALCIUM TRIHYDRATE) + AMLODIPINE (AS BESILATE)   ,ATOR2,,0,TABLET FILM COATED,TAB24,20 mg + 10 mg    ,1524,,0,,,,,,0,,,,
ATOR20000001524TAB490000000000,ATORVASTATIN (as CALCIUM TRIHYDRATE) + AMLODIPINE (as BESILATE) 20 mg + 10 mg TABLET ,ATORVASTATIN (AS CALCIUM TRIHYDRATE) + AMLODIPINE (AS BESILATE)   ,ATOR2,,0,TABLET,TAB49,20 mg + 10 mg    ,1524,,0,,,,,,0,,,,
ATOR20000001525TAB240000000000,ATORVASTATIN (as CALCIUM TRIHYDRATE) + AMLODIPINE (as BESILATE) 20 mg + 5 mg TABLET FILM COATED ,ATORVASTATIN (AS CALCIUM TRIHYDRATE) + AMLODIPINE (AS BESILATE)   ,ATOR2,,0,TABLET FILM COATED,TAB24,20 mg + 5 mg    ,1525,,0,,,,,,0,,,,
ATOR20000001525TAB490000000000,ATORVASTATIN (as CALCIUM TRIHYDRATE) + AMLODIPINE (as BESILATE) 20 mg + 5 mg TABLET ,ATORVASTATIN (AS CALCIUM TRIHYDRATE) + AMLODIPINE (AS BESILATE)   ,ATOR2,,0,TABLET,TAB49,20 mg + 5 mg    ,1525,,0,,,,,,0,,,,
ATOR30000001531TAB490000000000,ATORVASTATIN CALCIUM + FENOFIBRATE 10 mg + 160 mg TABLET ,ATORVASTATIN CALCIUM + FENOFIBRATE       ,ATOR3,,0,TABLET,TAB49,10 mg + 160 mg    ,1531,,0,,,,,,0,,,,
ATOR30000001555TAB490000000000,ATORVASTATIN CALCIUM + FENOFIBRATE 20 mg + 160 mg TABLET ,ATORVASTATIN CALCIUM + FENOFIBRATE       ,ATOR3,,0,TABLET,TAB49,20 mg + 160 mg    ,1555,,0,,,,,,0,,,,
ATOR40000001438TAB240000000000,ATORVASTATIN CALCIUM + AMLODIPINE (as BESILATE) 5 mg + 20 mg TABLET FILM COATED ,ATORVASTATIN CALCIUM + AMLODIPINE (AS BESILATE)     ,ATOR4,,0,TABLET FILM COATED,TAB24,5 mg + 20 mg    ,1438,,0,,,,,,0,,,,
ATOR40000001439TAB240000000000,ATORVASTATIN CALCIUM + AMLODIPINE (as BESILATE) 5 mg + 40 mg TABLET FILM COATED ,ATORVASTATIN CALCIUM + AMLODIPINE (AS BESILATE)     ,ATOR4,,0,TABLET FILM COATED,TAB24,5 mg + 40 mg    ,1439,,0,,,,,,0,,,,
ATOR40000001441TAB240000000000,ATORVASTATIN CALCIUM + AMLODIPINE (as BESILATE) 10 mg + 10 mg TABLET FILM COATED ,ATORVASTATIN CALCIUM + AMLODIPINE (AS BESILATE)     ,ATOR4,,0,TABLET FILM COATED,TAB24,10 mg + 10 mg    ,1441,,0,,,,,,0,,,,
ATOR40000001442TAB240000000000,ATORVASTATIN CALCIUM + AMLODIPINE (as BESILATE) 10 mg + 20 mg TABLET FILM COATED ,ATORVASTATIN CALCIUM + AMLODIPINE (AS BESILATE)     ,ATOR4,,0,TABLET FILM COATED,TAB24,10 mg + 20 mg    ,1442,,0,,,,,,0,,,,
ATOR40000001443TAB240000000000,ATORVASTATIN CALCIUM + AMLODIPINE (as BESILATE) 10 mg + 40 mg TABLET FILM COATED ,ATORVASTATIN CALCIUM + AMLODIPINE (AS BESILATE)     ,ATOR4,,0,TABLET FILM COATED,TAB24,10 mg + 40 mg    ,1443,,0,,,,,,0,,,,
ATOR40000001444TAB240000000000,ATORVASTATIN CALCIUM + AMLODIPINE (as BESILATE) 10 mg + 80 mg TABLET FILM COATED ,ATORVASTATIN CALCIUM + AMLODIPINE (AS BESILATE)     ,ATOR4,,0,TABLET FILM COATED,TAB24,10 mg + 80 mg    ,1444,,0,,,,,,0,,,,
ATORPA0000001631TAB240000000000,ATORVASTATIN + PERINDOPRIL (as ARGININE) + AMLODIPINE (as BESILATE) 10 mg + 5 mg + 5 mg TABLET FILM COATED ,ATORVASTATIN + PERINDOPRIL (AS ARGININE) + AMLODIPINE (AS BESILATE)  ,ATORPA,,0,TABLET FILM COATED,TAB24,10 mg + 5 mg + 5 mg ,1631,,0,,,,,,0,,,,
ATORPA0000001645TAB240000000000,ATORVASTATIN + PERINDOPRIL (as ARGININE) + AMLODIPINE (as BESILATE) 20 mg + 10 mg + 10 mg TABLET FILM COATED ,ATORVASTATIN + PERINDOPRIL (AS ARGININE) + AMLODIPINE (AS BESILATE)  ,ATORPA,,0,TABLET FILM COATED,TAB24,20 mg + 10 mg + 10 mg ,1645,,0,,,,,,0,,,,
